,Logistic,KNN,SVM,RF,ExT,Ada,Grad,XGB,CatB,MLP
0,0.8,0.0,0.8,1.0,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.8571428571428571
1,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.5
2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666
3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
4,0.5,0.5,0.5,0.5,0.8,0.5,0.5714285714285714,0.5,0.5,0.4
5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6,0.6666666666666666,0.0,0.8,0.8,0.8,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.8,0.6666666666666666
7,0.8,0.0,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
8,0.4,0.5,0.5,0.4,0.4,0.0,0.6666666666666666,0.5,0.5,0.4
9,0.0,0.0,0.0,0.0,0.8,0.5,0.4,0.0,0.5,0.5
10,0.8,0.0,0.8,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.6666666666666666
11,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.8,0.5,0.5
14,0.6666666666666666,0.0,0.8,0.8,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666
15,0.8,0.0,0.8,0.6666666666666666,0.8571428571428571,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
16,0.8,0.5,0.8,1.0,1.0,0.8,1.0,1.0,1.0,1.0
17,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.4
18,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5
19,0.4,0.5,0.5,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666
20,0.5,0.5,0.5,0.5,0.4,0.5,0.8,0.4,0.5,0.6666666666666666
21,0.8,0.0,0.8,0.6666666666666666,0.5714285714285714,0.4,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
22,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.4,0.3333333333333333,0.4,0.6666666666666666,0.5
23,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
25,0.4,0.0,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.4
26,0.5,0.5,0.5,0.8,0.6666666666666666,0.8,0.6666666666666666,1.0,0.8,0.8
27,0.8,0.0,0.8,1.0,1.0,0.8,1.0,1.0,1.0,1.0
28,0.8,0.0,0.8,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.8,0.8
29,0.5,0.5,0.5,0.4,0.4,0.0,0.0,0.4,0.4,0.3333333333333333
