pChEMBL Value,Canomicalsmiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
5.21,C[C@@]1(O)c2cccc(O)c2C(=O)C2C(O)[C@]3(O)C(O)=C(C(N)=O)C(=O)CC3CC21,5,0,0,2,0,6,6,2,0,2,5,0,2,4,10,14,10,6,4,4,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,4,2,6,2,0,0,2,6,8,8,8,8,6,4,4,9,0,2,4,16,14,12,6,8,4,1,0,2,0,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,16,10,12,8,8,2,0,0,2,8,12,12,10,10,12,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,2,0,0,0,0,0,0,4,8,10,8,6,6,4,2,6,12,12,6,0,0,0,0,0,0
5.21,COc1ccc(/C(Cn2ccc(=O)[nH]c2=O)=N\Nc2ccccc2)cc1,2,0,0,0,0,0,2,0,0,0,1,2,4,0,0,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,8,8,10,10,8,6,4,5,2,0,0,2,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,28,26,18,12,12,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,36,20,10,26,44,52,44,26
5.2,NC(=O)[C@H]1CN(c2cc(F)c(C3CCS(=O)(=O)CC3)c(F)c2)C(=O)O1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,7,0,10,4,4,4,0,0,0,4,1,0,2,2,2,2,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,8,0,0,4,0,8,0,0,2,4,8,10,16,20,16,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,4,4,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,8,8,4,0,0,0,0,6,12,12,6,0,0,0,0,0,0
5.2,CNC(=O)[C@H]1CN(c2cc(F)c(N3CCCOCC3)c(F)c2)C(=O)O1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,7,0,8,6,4,6,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,2,0,0,2,0,0,4,0,0,0,0,2,0,4,0,4,8,12,14,16,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,0,6,12,12,6,0,0,0,0,0,0
5.19,OC[C@H]1O[C@H](Oc2ccc(-n3ccc4cc(C(F)(F)F)ccc43)cc2Cl)[C@@H](O)[C@@H](O)[C@@H]1O,4,0,0,4,4,2,2,0,0,0,4,0,0,12,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,2,6,12,14,12,10,6,0,2,12,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,4,0,0,2,4,6,8,12,18,22,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,6,4,2,0,15,34,46,42,34,26,18,8,2,0
5.19,CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(NC(N)=O)NC1=O,5,0,4,0,2,0,2,2,0,2,5,0,14,2,12,4,4,10,4,4,3,0,2,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,2,2,4,2,6,0,0,0,0,0,0,0,0,0,0,10,0,16,6,16,8,6,12,4,6,3,0,4,0,8,0,4,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,10,6,8,6,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.19,COc1cccc(SCc2cc(C(=O)NO)no2)c1,2,0,0,2,0,0,0,0,0,0,2,2,2,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,4,0,2,6,8,6,2,2,6,6,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,18,22,20,6,6,12,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,22,8,8,16,18,12,4,0
5.19,Fc1ccc(-c2cnc(NCCCCNc3ncc(-c4ccc(F)cc4)[nH]3)[nH]2)cc1,4,0,4,0,0,2,0,4,0,2,2,0,12,0,0,2,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,2,12,16,12,12,16,16,12,12,10,4,0,4,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,2,12,20,16,12,12,12,12,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,12,16,12,12,16,12,22,48,60,44,36,24,8,2,8,16
5.18,CN(C(=O)C[C@@H](N)CC1CCNCC1)C1CNC(NC(N)=O)=NC1=O,5,0,4,0,2,0,2,2,0,2,5,0,14,2,12,4,4,10,4,4,2,0,2,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,16,6,16,8,6,12,4,6,2,0,4,0,8,0,4,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.18,CC(C)c1ccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)c(C(C)C)c1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,4,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,10,12,12,12,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,32,28,20,16,8,2,0,0
5.17,CC(=O)NC[C@H]1CN(c2ccc(O[C@H]3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1,2,0,0,0,0,0,0,0,0,0,2,0,4,2,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,4,4,6,8,6,2,0,11,0,12,4,8,8,8,6,6,4,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,2,4,2,0,2,0,0,4,0,6,0,16,2,2,8,1,12,26,36,36,32,28,20,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,2,6,8,8,6,2,0,0,0,3,2,0,0,0,0,0,0,4,0,0,0,4,12,20,20,10,4,2,0,16,34,40,30,12,6,8,16,22,24
5.17,CC(C)=CCC/C(C)=C/CNCCOc1ccccc1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,4,4,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,6,12,12,6,0,0,0,0,0,0
5.17,CC(=O)N(C)C1=NC(=O)C(N(C)C(=O)C[C@@H](N)CCCNC(=N)N)CN1,4,0,2,0,0,0,0,6,0,0,4,0,10,2,8,4,0,10,0,10,3,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,6,0,6,2,0,0,0,0,0,0,0,0,0,0,0,11,0,18,6,12,10,2,18,0,12,3,0,6,0,4,2,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,16,0,12,6,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.17,O=C(NO)c1cc(CS(=O)(=O)c2cccc(Cl)c2)on1,2,0,0,2,0,0,0,0,0,0,2,2,2,4,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,4,0,2,6,8,6,2,4,6,2,4,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,4,12,22,28,18,4,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,2,4,4,0,11,22,22,8,8,16,18,12,4,0
5.16,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccccc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,5,0,0,0,4,0,0,8,0,0,5,0,4,8,10,16,0,24,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,4,8,8,12,16,16,8,8,16,10,0,18,8,16,16,0,24,0,0,4,0,0,8,4,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,0,12,0,0,3,20,22,26,24,30,32,20,14,16,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,16,16,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,4,4,8,12,24,26,20,16,20,16,8,2,0
5.16,O=C(NO)c1cc(CSc2cccc(Br)c2)on1,2,0,0,2,0,0,0,0,0,0,2,2,2,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,4,0,2,6,8,5,2,2,6,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,6,14,18,18,6,4,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,2,4,4,0,11,22,22,8,8,16,18,12,4,0
5.16,CC1(C)N=C(N)N=C(N)N1OCc1ccc(Cl)c(Cl)c1,2,0,0,0,2,0,0,0,0,0,2,0,8,2,6,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,4,6,6,4,6,2,14,6,6,2,0,0,0,0,2,0,8,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,6,6,0,0,2,6,8,12,14,14,10,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,4,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,8,8,4,0,0,0,0,0,6,12,12,6,0,0,0,0,0,0
5.16,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(Cl)c(Cl)c3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,5,0,0,0,4,0,0,8,0,0,5,0,4,8,10,16,0,24,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,8,8,12,16,16,8,8,16,10,0,18,8,16,16,0,24,0,0,4,0,0,8,4,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,6,6,3,20,22,26,24,30,32,20,14,16,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,16,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,8,8,4,2,6,8,6,2,12,24,26,20,16,20,16,8,2,0
5.16,Fc1ccc(-c2cnc(NCCCCCNc3ncc(-c4ccc(F)cc4)[nH]3)[nH]2)cc1,4,0,4,0,0,0,2,0,4,0,2,0,12,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,4,0,0,0,2,12,16,12,12,16,12,8,8,12,4,0,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,4,0,0,0,2,12,20,16,12,12,8,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,4,12,20,20,20,20,20,22,48,60,44,36,24,8,0,2,8
5.16,Nc1ncc(-c2ccc(F)cc2)n1CCCCCCCCn1c(-c2ccc(F)cc2)cnc1N,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,4,8,8,4,8,8,4,0,0,4,0,4,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,2,12,16,12,12,16,12,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,4,8,8,4,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,6,4,2,0,0,0,0,0,0,4,12,24,32,40,44,40,32,22,48,60,44,36,24,8,0,0,2
5.15,Cc1cn(C/C(=N/Nc2ccccc2)c2ccccc2)c(=O)[nH]c1=O,2,0,0,0,0,0,2,0,0,0,1,2,4,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,8,8,10,10,8,6,4,4,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,24,24,18,12,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,36,20,10,26,44,52,44,26
5.15,CC(C)=CCC/C(C)=C/CNCCOc1cccc2ccccc12,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,4,6,6,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,4,6,8,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,10,22,28,24,12,4,0,0,0,0
5.15,O=[N+]([O-])c1ccc2c(ccn2-c2cc(Cl)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1,4,0,0,4,4,2,2,0,0,0,4,0,0,12,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,2,6,12,14,12,10,8,0,4,12,8,6,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,8,0,0,2,8,14,16,20,26,26,28,26,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,4,4,4,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,4,4,2,0,0,0,2,0,0,0,0,0,0,4,8,8,8,8,12,8,4,0,15,34,46,42,34,26,18,8,2,0
5.14,O=C1O[C@@H](CO)CN1c1ccc(-c2cccc3cc[nH]c23)c(F)c1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,6,6,6,6,6,4,2,2,4,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,10,12,12,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,46,42,36,28,18,6,0,0
5.14,Nc1ncc(-c2ccc(F)cc2)n1CCCCCCCn1c(-c2ccc(F)cc2)cnc1N,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,4,8,8,4,8,8,4,0,0,4,0,4,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,0,2,12,16,12,12,16,12,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,4,8,8,4,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,4,2,0,0,0,0,0,0,0,4,12,24,32,40,40,32,20,22,48,60,44,36,24,8,0,2,8
5.14,CN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)[C@@H](N)CO,6,0,0,4,8,2,4,2,4,0,6,2,4,6,12,4,8,6,10,2,2,0,0,4,4,2,2,2,2,0,0,2,0,2,0,0,0,2,0,2,0,0,8,2,6,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,9,2,4,10,12,4,10,6,10,2,2,0,0,4,6,4,2,4,6,0,0,4,2,2,0,2,0,2,0,2,0,0,10,4,8,4,6,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.13,CC(C)=CCC/C(C)=C/COCC(=O)NC1C2CC3CC(C2)CC1C3,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.13,CCN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)CN,5,0,0,2,6,2,2,2,2,0,5,2,4,4,10,4,6,6,6,0,2,0,0,2,4,2,0,2,2,0,0,2,0,2,0,0,0,2,0,2,0,0,8,2,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2,4,8,10,4,8,6,6,0,2,0,0,2,6,4,0,4,6,0,0,4,2,2,0,2,0,2,0,2,0,0,10,4,6,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
