pChEMBL Value,Canomicalsmiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
5.82,CC(=O)NC[C@H]1CN(c2ccc(OCC3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1,2,0,0,0,0,0,0,0,0,0,2,0,4,2,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,6,8,6,2,0,11,0,12,2,10,6,10,6,4,4,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,2,4,2,0,0,0,0,4,0,2,0,0,2,2,4,1,12,26,36,32,28,26,20,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,6,8,8,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,6,4,2,0,16,34,40,30,12,4,2,8,16,22
5.82,C=C1c2c(S)ccc(O)c2C(=O)C2C1CC1[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]1(O)C2O,6,0,0,2,4,8,4,4,4,0,6,0,2,4,12,16,10,6,12,6,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,4,2,2,2,0,6,14,24,26,14,10,10,6,4,10,0,2,6,18,20,10,6,12,6,1,0,2,0,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,2,6,4,2,2,2,0,6,14,24,30,24,24,26,22,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,4,6,8,8,6,4,2,10,22,28,24,12,4,0,0,0,0
5.82,CCCCCCCCCCCCCCCCOc1cccc(O)c1C(=O)O,2,0,0,0,2,0,0,0,0,0,2,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,2,6,8,6,2,0,0,0,0,4,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2,2,2,2,8,8,8,8,0,4,12,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,4,4,2,0,0,0,0,0,14,26,24,22,20,18,16,14,12,10,0,0,0,2,6,10,12,12,12,12,6,12,12,6,0,0,0,0,0,0
5.82,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC/C(=C\c2ccc(OCCN(C)C)cc2)C3=O)C(=O)O1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,8,0,8,4,2,4,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,2,0,0,0,0,2,0,0,0,4,0,4,2,0,4,10,16,20,20,16,10,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,4,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,8,8,4,0,0,0,0,12,24,24,12,2,8,16,20,16,8
5.82,Nc1ncc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)cn1,2,0,0,0,0,0,0,0,0,0,2,0,4,2,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,4,8,8,4,2,7,0,12,2,2,2,0,4,0,10,1,0,4,0,0,0,0,0,0,2,0,6,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,12,14,20,20,22,20,16,14,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,32,28,20,16,8,2,0,0
5.82,O=C1O[C@@H](CO)CN1c1ccc(-c2ccnc(N3CCCC3)c2)c(F)c1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,6,0,8,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,1,8,12,14,16,20,20,16,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,8,8,4,12,26,32,28,20,16,8,2,0,0
5.82,S=C(N/N=C/c1ccc(Cl)cc1)N1CCNCC1,2,0,0,0,0,2,0,0,0,0,2,2,4,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,4,2,0,2,4,5,2,6,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,2,6,8,10,10,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,0,0,0,6,12,12,6,0,0,0,0,0,0
5.8,COc1ccc(/C=N/NC(=S)N2CCNCC2)cc1,2,0,0,0,0,2,0,0,0,0,2,2,4,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,2,4,6,2,6,6,0,4,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,10,10,10,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,6,0,0,0,0,0,0
5.8,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC/C(=C\c2cccn2C)C3=O)C(=O)O1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,6,0,8,2,2,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,2,0,0,0,0,2,0,0,0,2,0,4,0,0,2,6,12,16,16,12,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,4,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,8,8,2,0,0,0,0,11,22,22,6,2,8,16,18,12,4
5.8,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CCC(CC#N)CC3)c(F)c2)C(=O)O1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,7,0,8,2,2,6,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,4,0,0,0,0,0,0,4,0,0,0,0,2,0,0,4,8,12,12,10,8,8,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,6,12,12,6,0,0,0,0,0,0
5.79,Oc1ccc(/C=N/NC(=S)N2CCNCC2)cc1,3,0,0,0,0,2,0,2,0,0,3,2,4,2,0,4,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,6,4,2,0,2,4,6,2,6,6,0,4,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,10,10,10,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,6,0,0,0,0,0,0
5.78,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CCCOCC3)c(F)c2)C(=O)O1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,7,0,8,4,2,6,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,4,0,0,2,0,0,4,0,0,0,0,2,0,4,0,4,8,12,14,14,12,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,0,6,12,12,6,0,0,0,0,0,0
5.77,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccc(O)cc4)n[nH]c2-3)C(=O)O1,3,0,0,0,0,0,0,2,0,0,2,2,2,2,2,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,1,6,10,10,10,10,10,8,4,6,7,0,8,2,2,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,2,0,0,0,0,0,2,2,0,4,2,2,1,8,14,18,20,20,18,18,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,4,2,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,4,8,10,6,4,2,0,0,17,38,50,44,38,32,24,20,16,8
5.77,CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl,2,0,0,0,2,0,0,0,0,0,2,0,8,2,6,2,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,2,14,6,8,4,0,6,0,2,2,0,8,2,6,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,4,4,0,2,4,4,2,2,6,8,12,14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,0,6,12,12,6,0,0,0,0,0,6,12,12,6,0,0,0,0,0,0
5.77,CN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)CNCCCNC(=N)N,7,0,2,2,6,2,6,2,2,4,7,2,10,4,12,4,10,8,6,6,3,0,2,0,4,2,4,0,2,4,0,2,0,2,0,0,0,2,0,2,0,0,10,2,8,4,2,2,2,6,0,0,0,0,0,0,0,0,0,0,11,2,10,8,12,4,12,8,6,6,3,0,6,0,6,4,4,0,4,6,0,4,2,2,0,2,0,2,0,2,0,0,14,4,10,6,4,4,4,10,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.77,Cl.NCc1ccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)cc1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,6,8,6,4,5,0,6,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,14,14,14,16,16,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,32,28,20,16,8,2,0,0
5.77,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC/C(=C\c2ccncc2)C3=O)C(=O)O1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,7,0,8,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,2,0,0,0,0,2,0,0,2,2,0,4,0,1,6,10,14,16,16,12,10,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,4,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,8,8,4,0,0,0,0,12,24,24,12,2,8,16,20,16,8
5.77,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CCC(O)CC3)c(F)c2)C(=O)O1,2,0,0,0,0,0,0,0,0,0,2,0,2,2,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,4,0,7,0,8,2,4,6,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,4,0,0,0,0,0,8,0,0,0,0,4,0,8,0,4,8,12,12,12,12,10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,4,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,8,8,4,0,0,0,6,12,12,6,0,0,0,0,0,0
5.77,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(NCCc4ccccn4)n[nH]c2-3)C(=O)O1,3,0,0,2,0,0,0,0,0,0,2,2,4,4,4,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,4,0,0,0,0,2,1,6,10,10,10,12,12,10,6,4,8,0,10,2,4,4,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,2,2,0,0,0,0,4,2,0,4,2,2,2,12,16,18,20,28,26,24,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,4,2,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,8,8,2,0,2,4,4,17,36,42,28,20,20,20,20,20,20
5.77,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC/C(=C\c2cccc(C#N)c2)C3=O)C(=O)O1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,7,0,8,2,2,4,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,2,0,0,0,0,2,0,0,0,4,0,4,0,0,2,8,16,20,18,12,8,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,4,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,8,8,4,0,0,0,0,12,24,24,12,2,8,16,20,16,8
5.76,Cc1ccc(/C=N/NC(=S)N2CCNCC2)cc1,2,0,0,0,0,2,0,0,0,0,2,2,4,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,2,4,5,2,6,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,10,10,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,6,0,0,0,0,0,0
5.75,C/C(=N/NC(=S)N1CCNCC1)c1ccccc1,2,0,0,0,0,2,0,0,0,0,2,2,4,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,2,4,5,2,6,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,10,10,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,6,0,0,0,0,0,0
5.75,Nc1ncc(-c2ccc(F)cc2)n1CCCCCCn1c(-c2ccc(F)cc2)cnc1N,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,4,8,8,4,8,8,4,0,4,4,0,4,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,0,2,12,16,12,12,16,12,4,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,4,8,8,4,8,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,2,0,0,0,0,0,0,0,0,4,12,24,32,36,32,20,12,22,48,60,44,36,24,8,2,8,20
5.75,CCOC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccno4)n[nH]c2-3)C(=O)O1,2,0,0,0,0,0,0,0,0,0,1,2,4,2,2,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,1,4,6,6,8,8,4,4,2,2,8,0,12,2,4,6,4,6,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,2,6,0,2,0,0,0,0,0,2,2,2,4,0,2,2,10,14,16,20,20,16,20,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,4,2,4,8,8,4,1,0,0,0,0,0,0,0,0,0,0,0,4,8,10,6,4,0,0,0,16,36,48,38,36,28,20,18,12,4
5.75,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(NCCCO)n[nH]c2-3)C(=O)O1,4,0,0,2,2,0,0,2,0,0,3,2,4,4,4,2,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,4,0,4,2,0,0,2,2,1,6,10,8,6,10,12,10,4,6,8,0,10,2,4,4,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,2,2,0,0,4,0,6,2,0,4,2,2,1,8,12,14,16,22,22,20,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,4,2,2,4,4,0,2,0,0,0,0,0,2,0,0,0,0,0,4,10,12,6,2,4,4,2,11,24,30,22,18,12,4,0,0,0
5.75,CCN(C(=O)C[C@@H](N)CCCNC(=N)N)C1CNC(NC(N)=O)=NC1=O,6,0,6,0,2,0,0,6,0,2,6,0,20,2,12,6,2,14,0,12,4,0,4,0,2,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,6,0,8,2,4,0,0,0,0,0,0,0,0,0,0,12,0,22,6,16,10,4,20,0,14,4,0,10,0,8,2,2,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,16,0,12,6,6,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.72,COC(=O)NC[C@H]1CN(c2cc(F)c(N3CCCOCC3)c(F)c2)C(=O)O1,1,0,0,0,0,0,0,0,0,0,1,0,4,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,8,0,12,4,2,8,4,8,2,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,2,8,0,0,2,0,0,4,0,0,0,0,2,0,4,0,4,8,12,14,14,12,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,4,2,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,0,6,12,12,6,0,0,0,0,0,0
5.72,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CC(O)C3)c(F)c2)C(=O)O1,2,0,0,0,0,0,0,0,0,0,2,0,2,4,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,6,2,0,7,0,8,4,2,6,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,8,12,14,14,12,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,6,0,0,0,0,0,0
